Timestamp (ms),X: (m/s^2),Y: (m/s^2),Z: (m/s^2)
100203,-0,318257,-11,923861,-6,513496, 
100281,-0,851875,-16,180845,-10,354114, 
100358,-0,926055,-13,589325,-8,076065, 
100435,0,004786,-10,940375,-5,781266, 
100513,1,083987,-9,569240,-4,781030, 
100590,2,498196,-8,035385,-4,254591, 
100667,4,099051,-5,750158,-3,015064, 
100746,5,197396,-4,546525,-3,127531, 
100823,5,876982,-4,012907,-2,648949, 
100901,5,235683,-1,744430,0,011965, 
100978,7,542446,-1,548212,3,239998, 
101055,11,162916,2,680057,13,811866, 
101133,9,894675,3,563040,8,671899, 
101210,9,696064,1,983721,8,135887, 
101288,7,717129,-0,823160,3,668328, 
101366,5,704693,-2,309156,-0,538404, 
101443,6,080379,-5,089715,-0,930841, 
101520,5,472581,-8,023421,-2,182332, 
101598,3,347678,-8,712579,-3,125138, 
101675,2,385729,-12,361763,-3,917191, 
101753,0,413973,-9,406522,-2,560412, 
101831,-2,014829,-11,722857,-4,304842, 
101908,0,007179,-17,257652,-8,387143, 
101986,1,445316,-16,137772,-5,680764, 
102063,-0,610192,-11,686963,-4,259377, 
102140,2,062687,-8,260319,-2,450338, 
102218,3,840617,-7,585519,-3,402715, 
102295,4,350307,-6,386672,-3,740115, 
102373,3,960263,-3,878904,-2,969599, 
102451,4,376629,-3,254355,-1,962185, 
102528,5,702300,-2,041151,1,308921, 
102606,6,633141,1,275420,5,446259, 
102683,12,438336,1,821003,15,494080, 
102760,12,400050,1,572141,11,002591, 
102838,10,251218,-0,777695,7,066257, 
102916,7,078222,-1,440531,4,314413, 
102993,5,606584,-3,122745,2,234976, 
103071,3,689864,-5,008357,-0,605406, 
103148,2,928920,-8,815474,-3,402715, 
103225,2,002864,-10,141145,-3,761652, 
103303,0,859054,-10,617333,-3,345285, 
103380,-0,191433,-12,041114,-4,419701, 
103458,-3,122745,-13,414642,-7,176332, 
103536,-3,330928,-15,065749,-9,384986, 
103613,0,026322,-12,555589,-4,620706, 
103691,2,136867,-10,442651,-2,809274, 
103768,3,285463,-8,808294,-4,264162, 
103845,2,995921,-6,831753,-5,266791, 
103923,4,938962,-5,151931,-3,919584, 
104000,5,987056,-2,010043,-2,720737, 
104078,4,374236,-1,371136,-5,242862, 
104156,3,752080,-0,897341,-3,005492, 
104233,5,039464,-2,014829,1,756395, 
104311,9,949712,-0,162718,12,720699, 
104388,16,456030,-0,547976,14,417272, 
104465,13,517538,-0,593441,10,622119, 
104543,9,475916,-1,237134,6,826967, 
104621,6,695357,-2,474267,0,557548, 
104698,6,484781,-2,897812,0,617370, 
104776,4,733172,-4,154088,-1,852111, 
104853,2,431195,-4,745137,-3,328535, 
104930,1,715715,-8,123923,-5,245255, 
105008,0,665228,-9,396950,-6,092344, 
105085,0,366115,-10,002356,-6,003807, 
105164,1,782717,-9,224661,-3,012671, 
105241,-1,005021,-15,029856,-7,453909, 
105318,-3,859761,-15,439043,-10,390007, 
105396,-1,186882,-11,890360,-4,558490, 
105473,0,007179,-9,987998,-4,201947, 
105550,2,751844,-7,841560,-2,888240, 
105628,3,529539,-6,037307,-3,278284, 
105706,5,254826,-7,181117,-4,534561, 
105783,5,025107,-5,266791,-3,622863, 
105861,4,266555,-3,582183,-2,045936, 
105938,4,962892,-1,368743,1,241919, 
106015,7,197867,-0,990664,5,384043, 
106093,13,680256,-5,936805,7,834381, 
106170,14,065514,-1,787502,10,253612, 
106249,12,091365,-3,132317,7,968384, 
106326,9,356271,-3,457752,6,070808, 
106403,5,735801,-1,342421,3,091637, 
106481,4,922212,-4,252198,-0,861447, 
106558,3,819081,-6,006199,-3,187354, 
106635,1,993292,-6,020557,-4,376629, 
106713,0,961949,-7,461087,-4,788209, 
106791,-0,246470,-8,408679,-4,146910, 
106868,1,899969,-12,586697,-3,558254, 
106946,-1,955006,-15,967875,-7,358192, 
107023,-5,683156,-14,862352,-10,930804, 
107101,-1,450102,-13,038957,-4,790602, 
107178,-0,528833,-9,971248,-3,955477, 
107255,1,335243,-8,372786,-4,091873, 
107333,3,364429,-6,544604,-3,247176, 
107411,3,168210,-4,106230,-2,964813, 
107488,3,204104,-3,306999,-2,672878, 
107566,6,156952,-4,544132,1,426173, 
107643,4,510632,-1,038522,3,761652, 
107721,6,877218,0,533619,9,818102, 
107798,13,278247,4,003335,18,025776, 
107875,12,151187,1,234741,13,055707, 
107954,8,418251,2,361800,10,906875, 
108031,6,085166,-0,385258,6,022950, 
108108,5,742980,-1,409423,2,821239, 
108186,4,008121,-1,615213,0,086145, 
108263,3,852582,-4,520204,-2,847561, 
108340,3,149067,-4,529775,-1,643928, 
108418,1,651107,-7,262476,-4,455595, 
108496,-0,409187,-9,384986,-3,833439, 
108574,-2,110545,-12,720699,-5,087323, 
108651,-1,557783,-20,380398,-8,171782, 
108728,-1,969363,-16,594818,-5,975091, 
108806,-2,005257,-12,213403,-4,127767, 
108883,0,461831,-9,602740,-2,883454, 
108960,1,947827,-7,635770,-3,496039, 
109039,3,354857,-4,589598,-2,912169, 
109116,4,836067,-4,139731,-2,876276, 
109193,4,591990,-2,122509,-1,923898, 
109271,4,658992,-1,454888,1,799467, 
109348,5,809981,-2,445552,4,943748, 
109426,11,366313,-3,388358,9,112194, 
109503,13,139459,-1,667857,11,359135, 
109581,13,163387,-1,196454,11,598426, 
109659,10,373257,-1,402244,10,684335, 
109736,6,590069,-1,718108,5,817160, 
109813,5,503689,-2,500589,2,792524, 
109891,3,371608,-2,826025,-0,653264, 
109968,2,203868,-4,261769,-2,840382, 
110046,0,210576,-3,941120,-2,244548, 
110124,-1,251491,-6,898754,-3,543897, 
110201,-3,096423,-13,484037,-5,910483, 
110279,-4,656599,-19,956854,-9,248590, 
110356,-2,514946,-17,484980,-7,236154, 
110433,-1,012200,-11,811395,-4,079908, 
110511,-0,373294,-8,530717,-3,182568, 
110588,1,316099,-8,478073,-4,501060, 
110666,2,799702,-6,087558,-3,943512, 
110744,4,034443,-5,089715,-3,658756, 
110821,5,790838,-5,599405,-3,610898, 
110899,4,991606,-2,909776,-1,969363, 
110976,6,676214,-2,964813,-0,744194, 
111053,5,405580,-2,323514,0,050251, 
111131,3,249569,-0,643692,3,981799, 
111208,9,150480,-1,342421,14,154052, 
111286,11,722857,5,680764,18,406250, 
111364,11,229918,1,844932,14,154052, 
111441,8,255533,1,411816,12,093758, 
111519,5,400794,0,122038,7,556804, 
111596,4,728386,-1,038522,3,283070, 
111673,4,314413,-1,821003,1,619999, 
111751,2,732701,-3,309392,-1,923898, 
111829,1,675036,-6,654677,-4,919819, 
111906,0,268006,-7,035150,-3,895654, 
111984,-1,483603,-10,500081,-4,089480, 
112061,-2,888240,-14,276090,-6,264633, 
112138,-1,739644,-20,643618,-9,545310, 
112216,-3,926762,-13,328498,-6,484781, 
112293,-1,615213,-11,222739,-4,498667, 
112372,0,827946,-8,317748,-3,720972, 
112449,2,227798,-6,525460,-4,462774, 
112526,3,058136,-5,106466,-4,520204, 
112604,3,208890,-3,548683,-4,228269, 
112681,3,835832,-2,397694,-2,569983, 
112758,5,005964,-1,641535,0,641299, 
112836,5,987056,-1,739644,3,000707, 
112914,10,921232,-3,965049,8,746079, 
112992,16,408171,-4,338342,14,180373, 
113069,12,876239,-0,528833,11,430922, 
113146,11,071986,-2,093795,9,038013, 
113224,7,870275,-1,311314,7,307941, 
113301,6,161738,-1,507532,3,608505, 
113378,4,922212,-1,725287,0,308685, 
113457,4,970070,-3,709008,-1,734858, 
113534,2,859525,-3,450573,-3,366822, 
113611,1,095952,-4,015300,-4,613527, 
113689,0,236898,-6,042093,-5,580262, 
113766,1,323278,-12,175117,-6,771930, 
113844,1,005021,-15,912839,-6,860467, 
113921,-1,500353,-15,498866,-10,437865, 
113999,-0,789660,-12,565161,-6,807824, 
114077,-0,028715,-10,332577,-5,685550, 
114154,1,366351,-7,133259,-4,711636, 
114231,2,342657,-4,484310,-3,575005, 
114309,4,721208,-5,041857,-3,292642, 
114386,3,228033,-1,818610,-1,742037, 
114464,2,852346,-1,117488,0,325435, 
114541,3,534325,-0,997843,6,039700, 
114619,11,555353,-4,237840,11,426136, 
114697,15,884124,-2,555626,14,948497, 
114774,13,924333,-3,139495,11,674998, 
114851,9,564454,-1,892790,10,579046, 
114929,6,123452,-1,823396,5,606584, 
115006,3,859761,-2,062687,1,648714, 
115083,3,206497,-3,929155,-0,756159, 
115162,2,287620,-6,161738,-2,108152, 
115239,-1,007414,-6,300527,-4,424487, 
115317,-2,043544,-10,150716,-5,407972, 
115394,-2,756630,-16,951361,-7,317513, 
115471,-5,994235,-16,599604,-12,342620, 
115549,-4,635063,-12,380906,-6,745608, 
115626,-1,543426,-10,471366,-4,352700, 
115704,0,856661,-8,011456,-3,338107, 
115782,2,187118,-6,539818,-3,184961, 
115859,3,560647,-5,474974,-2,390515, 
115937,4,211518,-2,589127,0,674800, 
116014,3,096423,-0,626942,2,038758, 
116091,5,451045,-1,840146,7,049507, 
116169,8,882475,-4,501060,10,071750, 
116247,14,099014,-0,323043,17,628553, 
116324,11,689356,-1,538640,12,433551, 
116402,8,827438,-0,119645,10,727407, 
116479,7,444337,-0,751373,9,937747, 
116556,6,202418,-1,823396,7,114116, 
116634,3,706615,-1,792288,2,409658, 
116711,2,680057,-2,873883,-0,995450, 
116790,3,218461,-5,477366,-2,955241, 
116867,-0,825553,-3,558254,-4,209126, 
116944,-1,990900,-10,014320,-4,917426, 
117022,-2,194297,-12,187081,-4,584812, 
117099,-2,160796,-19,631418,-7,305548, 
117176,-4,448416,-15,891303,-7,954027, 
117254,-4,051193,-10,882946,-4,589598, 
117332,-2,005257,-8,767615,-3,086851, 
117409,0,325435,-10,622119,-3,823867, 
117487,2,376158,-9,966462,-3,467324, 
117564,2,239762,-4,596776,-0,502511, 
117642,3,979406,-2,617841,2,335478, 
117719,3,256748,0,897341,3,864547, 
117796,6,152167,-1,430959,7,269655, 
117875,12,857095,-0,490546,17,212189, 
117952,10,693906,2,577162,13,144244, 
118029,9,964069,0,325435,10,904482, 
118107,7,532875,0,854268,9,234232, 
118184,5,776480,-0,232112,5,551547, 
118262,5,544368,-1,421387,3,304606, 
118339,4,560883,-2,596305,1,299349, 
118416,3,773616,-6,013378,-0,437902, 
118495,3,256748,-10,004748,-2,036365, 
118572,-0,562333,-8,796330,-2,359407, 
118649,-1,648714,-9,198339,-2,426409, 
118727,-1,990900,-16,003769,-4,666171, 
118804,-4,264162,-17,714699,-8,353642, 
118882,-3,972227,-12,268440,-4,022479, 
118959,-0,995450,-13,421822,-3,455359, 
119037,0,208183,-9,636241,-2,230190, 
119115,1,371136,-6,901147,-2,692022, 
119192,3,859761,-5,489331,-1,485996, 
119269,3,960263,-2,828417,-0,038287, 
119347,4,273734,0,655657,2,948063, 
119424,6,563747,-2,146439,3,943512, 
119502,5,111252,-0,078966,7,379729, 
119580,12,414407,0,875804,16,467993, 
119657,10,827909,2,364193,12,754200, 
119735,9,834852,1,426173,10,624512, 
119812,8,233996,1,308921,10,043036, 
119889,6,161738,0,820767,8,260319, 
119967,4,134945,0,177075,5,175860, 
120044,2,254119,-1,830575,0,954770, 
120122,3,287856,-5,388829,-1,763573, 
120200,1,564962,-7,977956,-2,318728, 
120277,0,926055,-11,344777,-1,088773, 
120355,-2,433588,-14,431629,-4,529775, 
120432,-5,666406,-17,662054,-11,304098, 
120509,-4,467559,-14,434022,-8,435001, 
120587,-2,493410,-10,516831,-4,438845, 
120665,0,198611,-9,612311,-3,996156, 
120742,2,469481,-8,468502,-3,589362, 
120820,1,505139,-5,738194,-3,127531, 
120897,1,608034,-3,333321,-0,665228, 
120975,2,249334,-2,613056,2,634592, 
121052,7,980349,-3,981799,8,951869, 
121129,15,668762,4,697278,22,285152, 
121208,8,210068,0,253648,6,838932, 
121285,9,468738,-2,529304,5,881768, 
121362,5,340971,3,469717,0,677193, 
121440,5,439080,1,115095,-0,469010, 
121517,7,106937,-4,910247,2,692022, 
121594,5,446259,-5,470188,0,583870, 
121672,6,558961,-13,555824,-2,845168, 
121750,6,862860,-12,718307,1,696572, 
121828,4,912640,-8,968619,1,543426, 
121905,15,226074,-14,273697,6,511103, 
121982,5,118431,-4,675743,1,469246, 
122060,6,848503,-7,023185,1,459674, 
122137,6,192846,-8,451752,1,229955, 
122214,5,735801,-8,037778,1,072023, 
122292,5,491724,-8,394321,0,710694, 
122370,5,814767,-7,755415,1,217990, 
122448,5,604191,-8,303391,0,983485, 
122525,5,613762,-7,879847,1,294563, 
122602,5,692729,-7,918133,1,186882, 
122680,5,678371,-8,200496,1,069630, 
122757,5,824338,-8,370393,1,229955, 
122834,5,467795,-8,009064,1,167739, 
122913,5,570690,-8,147852,1,134238, 
122990,5,604191,-8,176567,1,139024, 
123068,5,429509,-8,274676,1,179704, 
123145,5,460616,-8,176567,1,179704, 
123222,5,541975,-8,267497,1,160560, 
123300,5,486938,-8,291427,1,146203, 
123377,5,498903,-8,190925,1,208419, 
123455,5,522832,-8,188532,1,172525, 
123533,5,463009,-8,248354,1,184489, 
123610,5,446259,-8,231604,1,210811, 
123688,5,515653,-8,303391,1,194061, 
123765,5,479760,-8,210068,1,210811, 
123842,5,472581,-8,243568,1,227562, 
123920,5,436687,-8,253140,1,210811, 
123998,5,458223,-8,214853,1,241919, 
124075,5,491724,-8,253140,1,153382, 
124153,5,448652,-8,155031,1,225169, 
124230,5,443866,-8,238783,1,167739, 
124307,5,513260,-8,344070,1,158167, 
124385,5,491724,-8,224425,1,263456, 
124462,5,424723,-8,222033,1,220383, 
124541,5,506082,-8,255533,1,273027, 
124618,5,458223,-8,293819,1,129453, 
124695,5,484545,-8,202888,1,203633, 
124773,5,403186,-8,198103,1,203633, 
124850,5,443866,-8,238783,1,139024, 
124927,5,446259,-8,248354,1,217990, 
125005,5,486938,-8,260319,1,234741, 
125083,5,427115,-8,265104,1,191668, 
125161,5,448652,-8,214853,1,225169, 
125238,5,498903,-8,202888,1,217990, 
